StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,cute_calm,cute_nerv,cute_happy,cute_scared,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,scary_calm,scary_nerv,scary_scared,scary_happy,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,order,animal
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Click on the number following each adjective that best reflects how you are feeling. - Calm,Click on the number following each adjective that best reflects how you are feeling. - Nervous,Click on the number following each adjective that best reflects how you are feeling. - Happy,Click on the number following each adjective that best reflects how you are feeling. - Scared,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Click on the number following each adjective that best reflects how you are feeling. - Calm,Click on the number following each adjective that best reflects how you are feeling. - Nervous,Click on the number following each adjective that best reflects how you are feeling. - Scared,Click on the number following each adjective that best reflects how you are feeling. - Happy,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,order,animal
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID15_FIRST_CLICK""}","{""ImportId"":""QID15_LAST_CLICK""}","{""ImportId"":""QID15_PAGE_SUBMIT""}","{""ImportId"":""QID15_CLICK_COUNT""}","{""ImportId"":""QID6_1""}","{""ImportId"":""QID6_3""}","{""ImportId"":""QID6_8""}","{""ImportId"":""QID6_12""}","{""ImportId"":""QID17_FIRST_CLICK""}","{""ImportId"":""QID17_LAST_CLICK""}","{""ImportId"":""QID17_PAGE_SUBMIT""}","{""ImportId"":""QID17_CLICK_COUNT""}","{""ImportId"":""QID4_1""}","{""ImportId"":""QID4_3""}","{""ImportId"":""QID4_5""}","{""ImportId"":""QID4_8""}","{""ImportId"":""QID12_FIRST_CLICK""}","{""ImportId"":""QID12_LAST_CLICK""}","{""ImportId"":""QID12_PAGE_SUBMIT""}","{""ImportId"":""QID12_CLICK_COUNT""}","{""ImportId"":""QID13_FIRST_CLICK""}","{""ImportId"":""QID13_LAST_CLICK""}","{""ImportId"":""QID13_PAGE_SUBMIT""}","{""ImportId"":""QID13_CLICK_COUNT""}","{""ImportId"":""order""}","{""ImportId"":""animal""}"
2024-01-25 07:19:26,2024-01-25 07:19:39,0,131.229.81.104,100,13,1,2024-01-25 07:19:40,R_6JcpChh6EEP1ZGV,,,,,42.3251,-72.6276,anonymous,EN,,,,,,,,,,,,,,,,,0,0,1.146,0,0,0,1.056,0,cute_scary,dog
2024-01-25 08:55:34,2024-01-25 09:01:29,0,131.229.41.147,100,355,1,2024-01-25 09:01:30,R_7wnVEWFfRUgBxcq,,,,,42.3182,-72.6419,anonymous,EN,1.493,1.493,2.171,1,3,4,3,4,0,0,1.577,0,3,5,5,3,,,,,,,,,scary_cute,cat
2024-01-25 09:53:56,2024-01-25 09:55:11,0,131.229.159.248,100,75,1,2024-01-25 09:55:12,R_11v008ijGTPihIw,,,,,42.3182,-72.6419,anonymous,EN,,,,,3,1,4,1,,,,,1,2,2,1,0,0,2.98,0,0,0,1.976,0,cute_scary,dog
2024-01-25 09:53:25,2024-01-25 09:55:17,0,131.229.159.129,100,112,1,2024-01-25 09:55:18,R_7xYuJkQ0OcbFwSi,,,,,42.3182,-72.6419,anonymous,EN,0,0,5.012,0,5,1,5,1,0,0,5.12,0,3,2,2,4,,,,,,,,,scary_cute,cat
2024-01-25 09:54:33,2024-01-25 09:55:18,0,131.229.146.131,100,44,1,2024-01-25 09:55:18,R_3BxtrjW4UOgTTcx,,,,,42.234,-72.583,anonymous,EN,,,,,3,1,3,1,,,,,3,1,3,3,0,0,3.531,0,0,0,3.625,0,cute_scary,dog
2024-01-25 09:54:40,2024-01-25 09:55:18,0,131.229.159.247,100,38,1,2024-01-25 09:55:19,R_1N9fmCbDRXA5lFq,,,,,42.3182,-72.6419,anonymous,EN,,,,,5,1,5,1,,,,,1,2,1,2,0,0,1.559,0,0,0,2.227,0,scary_cute,dog
2024-01-25 09:54:09,2024-01-25 09:55:20,0,131.229.233.109,100,70,1,2024-01-25 09:55:21,R_7S65k9l15w6O0GN,,,,,42.1897,-71.2048,anonymous,EN,0,0,2.052,0,5,1,5,1,0,0,3.329,0,5,2,1,1,,,,,,,,,scary_cute,cat
2024-01-25 09:54:02,2024-01-25 09:55:21,0,131.229.137.90,100,78,1,2024-01-25 09:55:21,R_1VBD4k85u3AxkhX,,,,,42.3182,-72.6419,anonymous,EN,0,0,2.706,0,2,1,4,1,0,0,3.533,0,1,1,1,3,,,,,,,,,cute_scary,cat
2024-01-25 09:54:15,2024-01-25 09:55:23,0,131.229.151.134,100,67,1,2024-01-25 09:55:23,R_1Jjl4RKGJyRZ1xn,,,,,42.3182,-72.6419,anonymous,EN,,,,,3,1,3,1,,,,,3,3,1,3,0,0,1.591,0,0,0,3.951,0,cute_scary,dog
2024-01-25 09:54:44,2024-01-25 09:55:23,0,131.229.234.179,100,39,1,2024-01-25 09:55:24,R_1F29cyN08RG9Hd0,,,,,42.3182,-72.6419,anonymous,EN,,,,,4,4,5,1,,,,,1,5,3,1,2.874,2.874,5.018,1,0,0,4.212,0,cute_scary,dog
2024-01-25 09:54:43,2024-01-25 09:55:24,0,131.229.40.228,100,40,1,2024-01-25 09:55:24,R_1XnegQ8enI2OKHs,,,,,42.3182,-72.6419,anonymous,EN,0,0,2.418,0,4,1,5,1,0,0,3.751,0,1,3,5,2,,,,,,,,,scary_cute,cat
2024-01-25 09:53:35,2024-01-25 09:55:25,0,131.229.115.162,100,110,1,2024-01-25 09:55:26,R_3o2CFoKFVZ1jBCx,,,,,42.3251,-72.6276,anonymous,EN,,,,,2,1,2,1,,,,,2,2,2,2,0,0,5.007,0,0,0,5.008,0,scary_cute,dog
2024-01-25 09:54:45,2024-01-25 09:55:26,0,131.229.193.38,100,40,1,2024-01-25 09:55:26,R_70ViyQYaoY1w2eH,,,,,42.3182,-72.6419,anonymous,EN,,,,,5,2,5,1,,,,,1,4,5,1,0,0,3.694,0,0,0,2.042,0,cute_scary,dog
2024-01-25 09:54:37,2024-01-25 09:55:27,0,131.229.113.166,100,49,1,2024-01-25 09:55:27,R_7JxaTdlo6abn47J,,,,,42.3182,-72.6419,anonymous,EN,,,,,3,2,3,2,,,,,3,4,3,2,0,0,5.007,0,0,0,5.008,0,scary_cute,dog
2024-01-25 09:54:54,2024-01-25 09:55:29,0,131.229.41.147,100,35,1,2024-01-25 09:55:30,R_7qdgPrYytprNxE5,,,,,42.3182,-72.6419,anonymous,EN,,,,,2,4,2,5,,,,,3,4,5,5,1.192,1.192,1.639,1,0,0,1.129,0,cute_scary,dog
2024-01-25 09:54:39,2024-01-25 09:55:32,0,131.229.158.248,100,53,1,2024-01-25 09:55:33,R_7FRkG0MccZJxJzQ,,,,,42.3182,-72.6419,anonymous,EN,0,0,5.11,0,4,1,5,1,0,0,5.119,0,3,3,2,2,,,,,,,,,scary_cute,cat
2024-01-25 09:46:37,2024-01-25 09:55:33,0,131.229.144.157,100,535,1,2024-01-25 09:55:34,R_6B35mpfQSaqfCJE,,,,,42.3182,-72.6419,anonymous,EN,0,0,5.01,0,4,1,4,1,0,0,3.621,0,2,2,4,2,,,,,,,,,cute_scary,cat
2024-01-25 09:54:52,2024-01-25 09:55:35,0,131.229.237.243,100,42,1,2024-01-25 09:55:35,R_6j1HT4pUim4XkFj,,,,,42.3182,-72.6419,anonymous,EN,0,0,4.301,0,3,1,4,1,0,0,3.571,0,1,4,4,3,,,,,,,,,scary_cute,cat
2024-01-25 09:54:47,2024-01-25 09:55:36,0,131.229.142.76,100,49,1,2024-01-25 09:55:37,R_1sSOSLX0PR9LU5P,,,,,42.3182,-72.6419,anonymous,EN,,,,,4,1,4,1,,,,,3,2,1,1,0,0,2.772,0,0,0,5.01,0,scary_cute,dog
2024-01-25 09:54:24,2024-01-25 09:55:37,0,131.229.233.101,100,72,1,2024-01-25 09:55:37,R_7KkhuM8qcPPOUR7,,,,,42.1897,-71.2048,anonymous,EN,0,0,5.009,0,5,1,4,1,0,0,5.009,0,1,3,2,1,,,,,,,,,cute_scary,cat
2024-01-25 09:54:38,2024-01-25 09:55:40,0,131.229.193.216,100,62,1,2024-01-25 09:55:41,R_1FoMNx0U9tV7GVj,,,,,42.3599,-72.566,anonymous,EN,0,0,5.008,0,4,2,3,2,0,0,5.007,0,1,5,4,1,,,,,,,,,cute_scary,cat
2024-01-25 09:53:32,2024-01-25 09:55:41,0,131.229.116.93,100,129,1,2024-01-25 09:55:42,R_3n5XtRmPumbXRmo,,,,,42.3251,-72.6276,anonymous,EN,,,,,5,1,3,1,,,,,2,4,4,2,0,0,5.113,0,0,0,5.11,0,cute_scary,dog
2024-01-25 09:54:18,2024-01-25 09:55:42,0,131.229.138.172,100,84,1,2024-01-25 09:55:43,R_6kjkb053RbvVHGG,,,,,42.3251,-72.6276,anonymous,EN,0,0,3.411,0,2,1,4,1,0,0,5.009,0,1,1,2,3,,,,,,,,,scary_cute,cat
2024-01-25 09:54:58,2024-01-25 09:55:42,0,131.229.151.161,100,43,1,2024-01-25 09:55:43,R_6fZxa8ji1fchB0A,,,,,42.3182,-72.6419,anonymous,EN,,,,,4,1,4,1,,,,,3,2,2,3,0,0,5.013,0,0,0,3.113,0,scary_cute,dog
2024-01-25 09:55:02,2024-01-25 09:55:43,0,131.229.40.175,100,40,1,2024-01-25 09:55:43,R_1HkOIXaue7hnhZJ,,,,,42.3182,-72.6419,anonymous,EN,0,0,3.976,0,5,1,4,1,0,0,5.106,0,1,4,3,1,,,,,,,,,scary_cute,cat
2024-01-25 09:54:57,2024-01-25 09:55:43,0,131.229.142.188,100,45,1,2024-01-25 09:55:44,R_6hhc8ImZZIjkaDV,,,,,42.3182,-72.6419,anonymous,EN,0,0,5.013,0,5,1,4,1,0,0,5.007,0,1,3,4,1,,,,,,,,,cute_scary,cat
2024-01-25 09:54:59,2024-01-25 09:55:44,0,131.229.138.4,100,44,1,2024-01-25 09:55:44,R_116CansXA910qKH,,,,,42.3251,-72.6276,anonymous,EN,0,0,4.56,0,5,1,5,1,0,0,1.995,0,5,3,3,5,,,,,,,,,cute_scary,cat
2024-01-25 09:54:51,2024-01-25 09:55:45,0,131.229.232.225,100,53,1,2024-01-25 09:55:45,R_1O9zVTs0e4Mivrb,,,,,42.3182,-72.6419,anonymous,EN,0,0,3.809,0,3,2,3,1,0,0,5.007,0,3,3,1,3,,,,,,,,,scary_cute,cat
2024-01-25 09:54:49,2024-01-25 09:55:45,0,131.229.232.200,100,56,1,2024-01-25 09:55:46,R_37p1jd7pCro5p9N,,,,,42.3182,-72.6419,anonymous,EN,,,,,4,1,4,2,,,,,2,4,3,1,0,0,5.008,0,0,0,5.009,0,scary_cute,dog
2024-01-25 09:54:58,2024-01-25 09:55:46,0,131.229.114.209,100,47,1,2024-01-25 09:55:46,R_3HSpxBzCzN9k7om,,,,,42.3251,-72.6276,anonymous,EN,1.044,1.044,5.009,1,3,1,5,1,0,0,3.402,0,1,4,3,1,,,,,,,,,cute_scary,cat
2024-01-25 09:54:28,2024-01-25 09:55:47,0,131.229.106.238,100,79,1,2024-01-25 09:55:48,R_3mfmhipJmjX8a1s,,,,,42.3251,-72.6276,anonymous,EN,,,,,3,1,3,1,,,,,1,2,2,1,0,0,2.923,0,0,0,3.046,0,scary_cute,dog
2024-01-25 09:54:38,2024-01-25 09:55:48,0,131.229.158.222,100,70,1,2024-01-25 09:55:49,R_7anVYY2JdwSAmZG,,,,,42.3182,-72.6419,anonymous,EN,0,0,5.008,0,3,2,4,1,0,0,5.009,0,3,2,1,2,,,,,,,,,cute_scary,cat
2024-01-25 09:54:41,2024-01-25 09:55:51,0,131.229.194.140,100,70,1,2024-01-25 09:55:52,R_1goAWcgBRS018qt,,,,,42.3182,-72.6419,anonymous,EN,0,0,5.009,0,2,1,4,1,0,0,5.009,0,2,2,1,4,,,,,,,,,scary_cute,cat
2024-01-25 09:54:52,2024-01-25 09:55:52,0,131.229.46.160,100,59,1,2024-01-25 09:55:52,R_5cFdMiJaMsp7rlD,,,,,42.4571,-71.221,anonymous,EN,0,0,5.008,0,5,1,1,1,0,0,5.014,0,1,5,5,1,,,,,,,,,scary_cute,cat
2024-01-25 09:54:53,2024-01-25 09:55:53,0,131.229.116.45,100,60,1,2024-01-25 09:55:54,R_54v0DziRNTII1GP,,,,,42.3251,-72.6276,anonymous,EN,,,,,4,1,5,1,,,,,3,2,4,1,0,0,1.749,0,0,0,4.108,0,scary_cute,dog
2024-01-25 09:54:58,2024-01-25 09:55:54,0,131.229.41.92,100,56,1,2024-01-25 09:55:55,R_3q3nXPOHzlwvD57,,,,,42.3182,-72.6419,anonymous,EN,,,,,4,1,5,1,,,,,1,4,3,1,0,0,5.006,0,0,0,5.007,0,cute_scary,dog
2024-01-25 09:54:46,2024-01-25 09:55:57,0,131.229.136.56,100,71,1,2024-01-25 09:55:58,R_10wQSHD8ebyfUKp,,,,,42.3182,-72.6419,anonymous,EN,,,,,5,1,3,1,,,,,5,1,1,3,0,0,5.009,0,0,0,5.011,0,cute_scary,dog
2024-01-25 09:54:57,2024-01-25 09:55:57,0,131.229.152.162,100,60,1,2024-01-25 09:55:58,R_3pEXze9sIqxZhjv,,,,,42.3182,-72.6419,anonymous,EN,0,0,2.48,0,5,1,3,1,0,0,2.593,0,4,1,2,4,,,,,,,,,cute_scary,cat
2024-01-25 09:55:08,2024-01-25 09:56:22,0,131.229.149.13,100,74,1,2024-01-25 09:56:23,R_6gGyCdk5oy0IZ80,,,,,42.3181,-72.692,anonymous,EN,,,,,5,1,4,1,,,,,3,5,2,4,0,0,5.149,0,0,0,2.663,0,cute_scary,dog
2024-01-25 09:55:43,2024-01-25 09:56:39,0,131.229.232.160,100,56,1,2024-01-25 09:56:40,R_3NDRyjtzaqXH4NN,,,,,42.3251,-72.6276,anonymous,EN,,,,,4,1,5,1,,,,,1,1,4,3,0,0,1.843,0,0,0,3.46,0,scary_cute,dog
2024-01-25 09:56:24,2024-01-25 09:57:03,0,131.229.150.33,100,39,1,2024-01-25 09:57:04,R_3RfSMma3ziATC9P,,,,,42.3182,-72.6419,anonymous,EN,,,,,4,2,3,1,,,,,2,4,5,2,0,0,3.093,0,0,0,3.452,0,cute_scary,dog
2024-01-25 12:56:38,2024-01-25 12:57:31,0,104.129.158.231,100,52,1,2024-01-25 12:57:32,R_5NgKxHXd0iARRJp,,,,,43.724,-79.448,anonymous,EN,0,0,5.007,0,4,2,4,1,0,0,5.112,0,2,2,1,3,,,,,,,,,scary_cute,cat
2024-01-27 02:15:52,2024-01-27 02:16:44,0,71.232.76.62,100,51,1,2024-01-27 02:16:45,R_6wh5qGAuEw4aRTh,,,,,42.3251,-72.6276,anonymous,EN,0,0,2.856,0,4,1,4,1,0,0,3.145,0,2,3,1,3,,,,,,,,,cute_scary,cat
2024-01-29 18:33:25,2024-01-29 18:35:04,0,131.229.153.232,100,98,1,2024-01-29 18:35:04,R_37DV8KuMQ9DgIGw,,,,,42.3251,-72.6276,anonymous,EN,0,0,1.67,0,1,3,2,3,0,0,2.501,0,1,2,1,1,,,,,,,,,cute_scary,cat
